,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1974,600270,外运发展,0.21,30.55,,2.51,,19080.85,30.57,,04-26
1975,002056,横店东磁,0.08,-65.22,,1.56,,6232.05,-34.73,,04-26
1976,300465,高伟达,-0.03,-400.0,,-1.4,,-1451.13,-832.8,,04-26
1977,300481,濮阳惠成,0.09,-44.13,,2.95,,1369.81,6.31,,04-26
1978,002393,力生制药,0.22,-4.35,,1.34,,4070.92,-4.64,,04-26
1979,002088,鲁阳节能,0.07,130.79,,1.01,,1701.76,130.77,,04-26
1980,603806,福斯特,0.28,-30.0,,2.26,,10031.46,-37.19,,04-26
1981,603858,步长制药,0.33,3.52,,1.75,,22238.25,15.3,,04-26
1982,002750,龙津药业,0.03,-56.45,,2.06,,1394.71,-12.88,,04-26
1983,600731,湖南海利,0.02,45.93,,0.84,,644.98,45.53,,04-26
1984,300207,欣旺达,0.06,-14.29,,3.14,,7258.28,68.18,,04-26
1985,000762,西藏矿业,-0.04,-196.22,,-1.07,,-2252.9,-196.14,,04-26
1986,601969,海南矿业,0.03,-183.87,,1.07,,5014.38,-185.79,,04-26
1987,300255,常山药业,0.05,66.67,,1.91,,4299.4,48.79,,04-26
1988,600070,浙江富润,0.1,2500.0,,2.38,,5417.38,3654.34,,04-26
1989,300599,雄塑科技,0.07,-22.22,,2.02,,2006.8,2.22,,04-26
1990,000029,深深房A,0.03,11.04,,1.3,,3462.16,11.19,,04-26
1991,300616,尚品宅配,-0.57,-24.0,,-5.74,,-4657.14,-23.04,,04-26
1992,002855,捷荣技术,0.09,28.57,,2.01,,1628.79,26.29,,04-26
1993,300319,麦捷科技,0.07,-22.22,,0.77,,1701.02,-12.04,,04-26
1994,600516,方大炭素,0.04,568.75,,1.25,,7352.17,566.34,,04-26
1995,300013,新宁物流,0.04,105.0,,0.91,,1208.34,105.65,,04-26
1996,002248,*ST东数,-0.09,12.5,,-4.34,,-2726.86,17.36,,04-26
1997,002265,西仪股份,0.03,208.33,,0.99,,801.12,226.9,,04-26
1998,600926,杭州银行,0.5,-3.85,15.18,3.35,-5.8,131017.5,7.76,,04-26
1999,300384,三联虹普,0.21,-29.86,,3.73,,3125.36,-29.88,,04-26
2000,300078,思创医惠,0.08,33.33,,1.66,,3405.24,25.55,,04-26
2001,300400,劲拓股份,0.07,600.0,,1.85,,802.93,545.5,,04-26
2002,300094,国联水产,0.02,-336.0,,1.01,,1833.86,-722.27,,04-26
2003,300432,富临精工,0.16,6.67,,2.39,,8446.63,59.81,,04-26
2004,601117,中国化学,0.06,-25.0,,1.12,,31025.25,-18.85,,04-26
2005,300437,清水源,0.04,-71.38,,0.76,,902.68,-6.19,,04-26
2006,002671,龙泉股份,-0.05,-1451.35,,-1.22,,-2489.4,-1596.9,,04-26
2007,300453,三鑫医疗,0.04,-66.67,,1.18,,656.41,-29.32,,04-26
2008,603663,三祥新材,0.08,0.0,,2.34,,1009.51,31.29,,04-26
2009,002687,乔治白,0.02,-33.33,,0.88,,881.69,-11.19,,04-26
2010,002382,蓝帆医疗,0.11,-42.11,,3.93,,5209.18,16.79,,04-26
2011,002703,浙江世宝,0.06,6.57,,1.21,,1794.77,6.67,,04-26
2012,000662,天夏智慧,0.1,-14585.71,,1.69,,8528.02,-13661.37,,04-26
2013,300163,先锋新材,-0.0,-123.0,,-0.15,,-107.81,-133.15,,04-26
2014,002077,大港股份,-0.05,-717.28,,-0.74,,-2817.68,-949.57,,04-26
2015,300486,东杰智能,0.1,-183.48,,2.33,,1471.28,-185.0,,04-26
2016,603818,曲美家居,0.05,66.67,,1.79,,2491.56,58.71,,04-26
2017,000702,正虹科技,-0.02,-31.31,,-1.21,,-543.47,-31.43,,04-26
2018,300196,长海股份,0.28,12.0,,2.61,,6002.68,23.79,,04-26
2019,300519,新光药业,0.42,-36.36,,5.1,,3351.22,-15.75,,04-26
2020,002430,杭氧股份,0.05,-225.0,,1.14,,3870.3,-215.54,,04-26
2021,300228,富瑞特装,0.04,-144.75,,1.0,,1858.78,-171.91,,04-26
2022,600011,华能国际,0.04,-84.62,,0.89,,65197.93,-83.48,,04-26
2023,002790,瑞尔特,0.21,8.12,,2.46,,3385.54,8.12,,04-26
2024,603997,继峰股份,0.18,28.57,,4.7,,7354.29,23.71,,04-26
2025,000797,中国武夷,0.13,225.0,,2.75,,6252.01,277.93,,04-26
2026,002510,天汽模,0.03,-50.0,,1.03,,2085.87,5.44,,04-26
2027,002842,翔鹭钨业,0.16,-23.81,,2.54,,1625.44,3.22,,04-26
2028,300292,吴通控股,0.04,-69.23,,1.85,,4759.48,15.21,,04-26
2029,002860,星帅尔,0.33,-2.94,,6.44,,2189.09,4.57,,04-26
2030,300639,凯普生物,0.15,14.17,,1.99,,981.28,14.55,,04-26
2031,300324,旋极信息,0.08,8.15,,1.94,,9469.06,149.01,,04-26
2032,603168,莎普爱思,0.28,-12.5,,3.09,,5006.32,-4.11,,04-26
2033,300340,科恒股份,0.18,690.09,,1.6,,2067.59,832.21,,04-26
2034,300050,世纪鼎利,0.06,-34.75,,1.45,,3139.42,30.54,,04-26
2035,603369,今世缘,0.31,-49.71,,8.02,,38533.97,25.72,,04-26
2036,300405,科隆股份,0.03,32.84,,0.23,,212.24,53.3,,04-26
2037,000617,中油资本,0.16,-215.19,,2.1,,144275.25,-3713.28,,04-26
2038,300136,信维通信,0.22,76.17,,9.25,,20425.66,179.58,,04-26
2039,000637,茂化实华,0.07,228.57,,4.12,,3598.77,231.12,,04-26
2040,300402,宝色股份,-0.05,-65.25,,-1.68,,-991.2,-65.28,,04-26
2041,300096,易联众,-0.06,488.66,,-3.51,,-2455.4,485.92,,04-26
2042,300418,昆仑万维,0.17,88.89,,5.54,,19168.39,98.19,,04-26
2043,002331,皖通科技,0.03,-7.69,,0.91,,1177.18,10.81,,04-26
2044,300450,先导智能,0.22,-38.89,,9.17,,9070.2,86.45,,04-26
2045,002363,隆基机械,0.06,-14.29,,1.33,,2481.67,2.1,,04-26
2046,300144,宋城演艺,0.17,26.27,,3.75,,24504.76,26.28,,04-26
2047,002074,国轩高科,0.23,-34.29,,5.0,,20201.16,-34.02,,04-26
2048,002718,友邦吊顶,0.2,42.86,,1.66,,1729.93,48.69,,04-26
2049,002090,金智科技,0.14,57.69,,2.85,,3430.45,61.42,,04-26
2050,002106,莱宝高科,0.05,428.42,,0.96,,3542.49,427.66,,04-26
2051,600733,S*ST前锋,0.0,-118.18,,0.19,,35.98,-116.6,,04-26
2052,300533,冰川网络,0.3,-50.0,,1.99,,2986.69,-33.18,,04-26
2053,300550,和仁科技,0.01,-150.0,,0.23,,109.27,-191.75,,04-26
2054,600385,山东金泰,-0.02,412.82,,-3.09,,-238.62,309.15,,04-26
2055,002475,立讯精密,0.14,-12.5,,2.64,,30121.78,51.17,,04-26
2056,002805,丰元股份,0.08,-11.11,,1.5,,810.7,21.01,,04-26
2057,300257,开山股份,0.02,0.0,,0.51,,1798.18,1.74,,04-26
2058,002491,通鼎互联,0.07,2.08,,2.95,,8774.72,1.43,,04-26
2059,002822,中装建设,0.1,0.0,,1.14,,2206.66,-0.05,,04-26
2060,300289,利德曼,0.04,0.0,,1.33,,1660.12,-7.98,,04-26
2061,002218,拓日新能,0.05,14.97,,1.15,,3131.05,14.9,,04-26
2062,600162,香江控股,0.04,-48.57,,1.75,,10639.13,1.93,,04-26
2063,002609,捷顺科技,0.01,26.67,,0.42,,886.36,42.16,,04-26
2064,300069,金利华电,0.06,-28.38,,1.31,,670.26,-27.88,,04-26
2065,000980,众泰汽车,0.06,20.0,,1.44,,3122.74,11.73,,04-26
2066,000551,创元科技,0.04,33.33,,1.04,,1673.79,37.71,,04-26
2067,600222,太龙药业,0.0,21.74,,0.11,,160.09,23.82,,04-26
2068,300423,鲁亿通,0.03,0.0,,0.71,,325.8,24.03,,04-26
2069,002336,人人乐,0.01,-76.45,,0.21,,488.53,-76.42,,04-26
2070,300439,美康生物,0.13,18.18,,3.24,,4414.26,13.54,,04-26
2071,002673,西部证券,0.07,-30.0,,1.46,,18192.81,-34.22,,04-26
2072,300133,华策影视,0.08,-27.27,,2.22,,14405.2,23.18,,04-26
2073,300456,耐威科技,0.05,253.47,,0.69,,943.51,677.4,,04-26
2074,300149,量子高科,0.03,-17.43,,1.57,,1219.87,-17.74,,04-26
2075,002706,良信电器,0.12,-42.86,,1.54,,3090.62,29.01,,04-26
2076,300488,恒锋工具,0.21,5.0,,1.89,,1343.46,5.53,,04-26
2077,002400,省广股份,0.06,-45.45,,1.51,,7884.6,-23.55,,04-26
2078,603787,新日股份,0.1,32.54,3.58,2.84,0.77,1533.82,32.57,,04-26
2079,002724,海洋王,0.03,-38.9,,0.79,,1287.32,-38.99,,04-26
2080,000683,远兴能源,0.04,100.0,,2.02,,16584.21,434.54,,04-26
2081,603822,嘉澳环保,0.06,-32.85,,0.69,,439.42,-10.42,,04-26
2082,601718,际华集团,0.07,40.0,3.69,1.98,-0.26,27836.99,38.78,,04-26
2083,601872,招商轮船,0.06,-25.0,,1.88,,30230.82,-27.99,,04-26
2084,002448,中原内配,0.1,7.37,,2.71,,5994.63,6.83,,04-26
2085,000752,西藏发展,0.01,-0.72,,0.46,,364.59,-0.89,,04-26
2086,300230,永利股份,0.28,200.64,,2.79,,7104.24,270.08,,04-26
2087,300572,安车检测,0.1,-15.98,,1.33,,676.7,12.05,,04-26
2088,300262,巴安水务,0.05,40.05,,1.17,,2357.77,67.22,,04-26
2089,002496,辉丰股份,0.1,-18.33,,4.21,,14824.56,200.26,,04-26
2090,600808,马钢股份,0.12,-366.67,,4.46,,90174.68,-359.0,,04-26
2091,600466,蓝光发展,0.06,-224.89,,1.29,,11927.16,-224.05,,04-26
2092,002862,实丰文化,0.09,200.0,,1.73,,515.36,200.12,,04-26
2093,603118,共进股份,0.29,-3.33,,2.32,,10078.48,11.25,,04-26
2094,600112,*ST天成,0.05,456.38,,2.28,,2661.26,454.7,,04-26
2095,300326,凯利泰,0.05,-25.07,,2.06,,3827.48,52.32,,04-26
2096,603177,德创环保,-0.04,-33.33,,-1.56,,-714.71,-14.36,,04-26
2097,300036,超图软件,0.02,122.22,,0.47,,764.42,338.61,,04-26
2098,300358,楚天科技,0.06,-40.0,,1.53,,2571.57,1.57,,04-26
2099,603300,华铁科技,0.06,-25.0,,2.02,,2287.75,33.21,,04-26
2130,000965,天保基建,0.18,125.0,,3.7,,17663.44,123.28,,04-26
2136,002714,牧原股份,0.66,-7.04,,11.33,,68003.64,84.81,,04-26
2137,000672,上峰水泥,0.11,-375.0,,5.82,,8773.66,-385.6,,04-26
2138,002731,萃华珠宝,-0.07,600.0,,-1.01,,-1007.36,659.65,,04-26
2139,300189,神农基因,0.01,-230.77,,0.36,,519.22,-231.48,,04-26
2140,000713,丰乐种业,-0.02,-141.26,,-0.42,,-584.94,-141.22,,04-26
2141,002455,百川股份,0.04,100.0,,2.21,,1894.56,92.89,,04-26
2142,601966,玲珑轮胎,0.21,-22.22,,3.14,,25530.58,-6.67,,04-26
2143,300562,乐心医疗,0.05,-54.55,,1.92,,982.97,-37.92,,04-26
2144,002471,中超控股,0.01,-12.37,,0.59,,1080.83,-12.5,,04-26
2145,002182,云海金属,0.19,186.06,,4.19,,6102.28,195.79,,04-26
2146,300597,吉大通信,0.01,0.0,,0.48,,269.04,8.21,,04-26
2147,002503,搜于特,0.09,28.57,,2.74,,14203.19,85.75,,04-26
2148,300317,珈伟股份,0.21,70.14,,2.14,,9806.95,111.48,,04-26
2149,002568,百润股份,0.02,-128.57,,1.27,,2052.26,-132.28,,04-26
2150,000502,绿景控股,-0.12,43.75,,-10.54,,-2124.82,39.99,,04-26
2151,300043,星辉娱乐,0.09,-50.0,,4.87,,11762.46,-46.77,,04-26
2152,603315,福鞍股份,0.01,-91.67,,0.36,,235.82,-80.3,,04-26
2153,000970,中科三环,0.07,15.59,,1.75,,7269.01,16.16,,04-26
2154,300382,斯莱克,0.11,-8.33,,1.31,,1362.35,0.1,,04-26
2155,000540,中天金融,0.2,-6.1,,6.1,,94068.19,-5.63,,04-26
2156,002006,精功科技,0.03,50.0,,1.22,,1153.59,33.01,,04-26
2157,300430,诚益通,0.12,0.0,,1.73,,1142.13,1.69,,04-26
2158,603599,广信股份,0.19,-34.48,,2.94,,7181.68,30.57,,04-26
2159,603608,天创时尚,0.12,140.0,,2.15,,3325.72,188.47,,04-26
2160,000609,绵石投资,0.15,657.58,,2.89,,4229.77,616.98,,04-26
2161,300129,泰胜风能,0.06,20.0,,1.86,,4034.92,15.91,,04-26
2162,002059,云南旅游,0.0,-101.2,,0.01,,11.48,-100.94,,04-26
2163,300468,四方精创,0.12,50.0,,1.47,,1253.88,65.73,,04-26
2164,603701,德宏股份,0.25,-3.85,,3.55,,1975.25,28.54,,04-26
2165,002091,江苏国泰,0.14,-4.0,,3.26,,15394.87,183.22,,04-26
2166,601600,中国铝业,0.02,2300.0,,1.02,,39076.4,1935.44,,04-26
2167,002412,汉森制药,0.1,3.85,,2.32,,2953.61,3.86,,04-26
2168,300194,福安药业,0.23,109.09,,2.25,,9005.84,194.86,,04-26
2169,002107,沃华医药,0.05,25.0,,3.78,,1884.05,20.68,,04-26
2170,601689,拓普集团,0.27,42.11,,4.99,,17263.73,37.34,,04-26
2171,002771,真视通,0.16,6.67,,2.15,,1290.23,6.74,,04-26
2172,300242,明家联合,0.1,-44.44,,3.3,,6564.72,12.52,,04-26
2173,002155,湖南黄金,0.06,-700.0,,1.53,,6681.13,-1110.32,,04-26
2174,601989,中国重工,0.02,25.0,,0.49,,27707.07,31.12,,04-26
2175,002806,华锋股份,0.04,-13.2,,0.98,,347.33,12.31,,04-26
2176,300585,奥联电子,0.21,-4.55,,3.86,,1652.35,26.02,,04-26
2177,000014,沙河股份,-0.02,-30.42,,-0.42,,-335.99,-30.71,,04-26
2178,002508,老板电器,0.35,2.94,,5.91,,25157.67,54.28,,04-26
2179,000032,深桑达A,0.02,-51.8,,0.71,,1018.23,-40.77,,04-26
2180,300290,荣科科技,0.01,-13.18,,0.41,,359.37,-13.03,,04-26
2181,600858,银座股份,0.07,-25.39,,1.24,,3731.42,-25.31,,04-26
2182,002589,瑞康医药,0.45,189.61,,4.16,,29203.57,241.72,,04-26
2183,600958,东方证券,0.14,75.0,,2.07,,84429.75,99.55,,04-26
2184,300371,汇中股份,-0.02,-35.68,,-0.54,,-296.22,-35.71,,04-26
2185,002300,太阳电缆,0.02,-60.0,,0.88,,1179.76,-47.96,,04-26
2186,300081,恒信东方,-0.02,-188.5,,-0.69,,-784.22,-464.36,,04-26
2187,000997,新大陆,0.2,185.71,,7.51,,19057.83,207.27,,04-26
2188,601016,节能风电,0.05,41.18,,1.55,,9953.23,39.97,,04-26
2189,600235,民丰特纸,0.02,185.71,,0.57,,716.22,184.37,,04-26
2190,300440,运达科技,0.05,-44.59,,0.89,,1153.72,11.43,,04-26
2191,002048,宁波华翔,0.36,80.0,,3.57,,18897.95,76.51,,04-26
2192,002690,美亚光电,0.06,10.14,,2.0,,4111.06,10.13,,04-26
2193,300150,世纪瑞尔,-0.04,-1626.92,,-1.39,,-2141.88,-1646.2,,04-26
2194,002064,华峰氨纶,0.06,500.0,,3.21,,9838.13,316.83,,04-26
2195,002707,众信旅游,0.06,-31.82,,2.75,,5019.62,37.34,,04-26
2196,300166,东方国信,0.08,33.33,,1.23,,4883.37,46.62,,04-26
2197,300489,中飞股份,0.03,-68.48,,0.54,,246.69,-37.03,,04-26
2198,300506,名家汇,0.07,-39.02,,3.35,,2015.91,103.23,,04-26
2199,300215,电科院,0.01,155.56,,0.37,,699.65,169.99,,04-26
2200,600373,中文传媒,0.34,21.43,,4.21,,47325.18,24.13,,04-26
2201,000753,漳州发展,0.01,11.11,,0.47,,991.19,27.6,,04-26
2202,601998,中信银行,0.23,0.0,7.93,3.31,-3.24,1138900.0,1.69,,04-26
2203,300573,兴齐眼药,0.11,-8.33,,1.62,,852.54,13.95,,04-26
2204,000821,京山轻机,0.03,1200.0,,0.71,,1242.13,1238.98,,04-26
2205,002513,蓝丰生化,0.06,-33.33,,0.82,,2058.84,-35.3,,04-26
2206,300295,三六五网,0.09,-21.53,,1.6,,1652.06,-25.0,,04-26
2207,300311,任子行,0.02,-34.43,,0.85,,1061.12,16.46,,04-26
2208,600863,内蒙华电,-0.03,-4631.25,,-1.63,,-16584.86,-4537.31,,04-26
2209,002562,兄弟科技,0.12,-7.69,,3.65,,6553.75,96.92,,04-26
2210,300021,大禹节水,0.07,75.0,,1.73,,2297.35,90.28,,04-26
2211,600880,博瑞传播,-0.01,-669.57,,-0.4,,-1430.75,-671.33,,04-26
2212,300359,全通教育,-0.01,-120.0,,-0.32,,-640.67,-148.97,,04-26
2213,300053,欧比特,0.03,-20.73,,1.1,,2171.5,114.02,,04-26
2214,600983,惠而浦,0.15,-11.76,,2.63,,11609.06,-10.54,,04-26
2215,600206,有研新材,0.01,175.0,,0.34,,959.72,223.86,,04-26
2216,600223,鲁商置业,0.02,0.0,,0.87,,1953.59,7.55,,04-26
2217,000571,新大洲A,0.03,12.97,,0.99,,2197.73,12.96,,04-26
2218,300424,航新科技,0.01,0.0,,0.21,,183.47,90.07,,04-26
2219,300123,太阳鸟,-0.02,-33.33,,-0.38,,-436.43,-59.18,,04-26
2297,002307,北新路桥,0.01,7.79,,0.26,,464.42,7.83,,04-26
2298,000554,泰山石油,0.0,50.0,,0.01,,14.89,43.3,,04-26
2299,002018,华信国际,0.05,22.85,,3.6,,11576.08,137.35,,04-26
2303,300475,聚隆科技,0.06,-57.8,,1.11,,1265.59,-58.58,,04-26
2304,002387,黑牛食品,-0.06,114.43,,-4.06,,-3001.6,114.65,,04-26
2305,000668,荣丰控股,-0.07,75.0,,-1.72,,-1028.17,57.02,,04-26
2306,300168,万达信息,0.0,-20.0,,0.19,,440.31,-11.36,,04-26
2307,600318,新力金融,0.08,-75.0,,1.51,,1960.17,-74.86,,04-26
2308,000687,华讯方舟,0.02,-73.33,,0.9,,1209.65,-73.52,,04-26
2309,600725,ST云维,0.0,-100.17,,0.5,,48.52,-100.33,,04-26
2310,002114,罗平锌电,0.02,-122.22,,0.39,,573.06,-124.11,,04-26
2311,600741,华域汽车,0.49,7.06,,3.94,,152865.82,7.12,,04-26
2312,300541,先进数通,-0.04,-2241.18,,-0.62,,-436.69,-3021.05,,04-26
2313,300249,依米康,-0.02,-340.0,,-1.13,,-1034.32,-827.9,,04-26
2314,002162,悦心健康,-0.01,-45.96,,-1.33,,-1082.56,-29.58,,04-26
2315,300576,容大感光,0.12,0.0,,2.46,,942.7,26.38,,04-26
2316,600444,国机通用,0.08,-260.0,,3.17,,1101.68,-245.68,,04-26
2317,000823,超声电子,0.11,283.94,,1.87,,5648.93,283.99,,04-26
2318,002194,武汉凡谷,-0.23,-1210.24,,-6.65,,-12852.41,-1229.33,,04-26
2319,603037,凯众股份,0.43,59.26,,6.06,,3474.59,117.69,,04-26
2320,600080,金花股份,0.02,94.0,,0.55,,591.86,94.62,,04-26
2321,000852,石化机械,-0.18,-14.29,,-6.49,,-10752.85,13.79,,04-26
2322,300297,蓝盾股份,0.05,138.1,,1.58,,5686.03,182.8,,04-26
2323,300627,华测导航,0.1,48.92,,2.97,,925.14,48.88,,04-26
2324,600490,鹏欣资源,0.05,143.43,,2.12,,8427.76,185.39,,04-26
2325,300645,正元智慧,-0.09,-59.66,,-1.4,,-469.24,-59.8,,04-26
2326,000156,华数传媒,0.1,0.0,,1.47,,14917.0,1.51,,04-26
2327,300055,万邦达,0.12,23.5,,1.84,,10181.45,45.25,,04-26
2328,300383,光环新网,0.12,9.09,,1.41,,8582.43,42.84,,04-26
2329,603345,安井食品,0.25,-13.79,,3.73,,4500.71,-2.55,,04-26
2330,002328,新朋股份,0.04,7.09,,0.78,,1830.18,7.32,,04-26
2331,300109,新开源,0.14,16.67,,1.95,,2410.38,17.79,,04-26
2332,300447,全信股份,0.16,-43.58,,4.08,,2669.17,13.7,,04-26
2333,002681,奋达科技,0.04,-58.43,,1.57,,4487.27,-16.14,,04-26
2334,002392,北京利尔,0.03,38.78,,1.33,,4020.35,36.72,,04-26
2335,000733,振华科技,0.18,28.57,,2.12,,8551.86,26.55,,04-26
2336,600023,浙能电力,0.07,-36.36,,1.59,,93482.25,-36.53,,04-26
2337,300254,仟源医药,0.03,-19.63,,0.79,,639.35,-3.54,,04-26
2338,600817,*ST宏盛,0.0,-1600.0,,0.25,,24.73,-2021.16,,04-26
2339,002520,日发精机,0.03,0.0,,0.86,,1452.04,12.85,,04-26
2340,600585,海螺水泥,0.41,86.41,,2.77,,215321.77,86.41,,04-26
2341,300074,华平股份,-0.01,-55.56,,-0.36,,-402.47,-55.46,,04-26
2342,300396,迪瑞医疗,0.18,20.0,,2.48,,2741.41,22.97,,04-26
2343,600602,云赛智联,0.05,95.65,,1.67,,5911.35,93.38,,04-26
2344,300412,迦南科技,0.05,-16.67,,0.88,,652.13,-13.18,,04-26
2345,600228,*ST昌九,-0.03,-3.45,,-30.91,,-674.71,-3.25,,04-26
2346,300428,四通新材,0.07,-63.16,,2.87,,1815.82,15.99,,04-26
2347,002341,新纶科技,0.05,-17.67,,0.7,,2276.11,11.01,,04-26
2348,600251,冠农股份,0.07,-1245.9,,2.86,,5488.48,-1254.05,,04-25
2349,300127,银河磁体,0.09,28.57,,2.68,,2991.33,33.11,,04-25
2350,603639,海利尔,0.51,6.25,,5.87,,6127.37,43.18,,04-25
2351,002699,美盛文化,0.06,100.0,,0.9,,3116.0,125.58,,04-25
2352,000656,金科股份,0.02,-66.67,,0.6,,15116.37,-47.95,,04-25
2353,002394,联发股份,0.19,5.56,,2.08,,5993.45,2.87,,04-25
2354,002717,岭南园林,0.12,71.43,,1.78,,4783.07,68.12,,04-25
2355,300175,朗源股份,0.12,1037.38,,6.93,,5728.45,1040.12,,04-25
2356,002089,新海宜,0.02,-215.15,,0.68,,1303.08,-214.81,,04-25
2357,601595,上海电影,0.13,-43.48,,2.44,,4762.09,-26.88,,04-25
2358,600732,ST新梅,0.06,-447.31,,6.51,,2601.89,-448.76,,04-25
2359,603899,晨光文具,0.18,-43.1,,6.61,,16608.39,13.84,,04-25
2360,002137,麦达数字,0.03,-15.22,,1.01,,1637.29,-11.34,,04-25
2361,300240,飞力达,0.04,-20.0,,1.48,,1555.66,28.63,,04-25
2362,300566,激智科技,0.14,0.0,,1.83,,1118.19,37.09,,04-25
2363,002803,吉宏股份,0.08,14.29,,2.05,,903.05,41.19,,04-25
2364,000812,陕西金叶,0.01,2.84,,0.72,,648.68,3.18,,04-25
2365,600802,福建水泥,-0.11,-44.93,1.82,-6.07,-0.27,-4353.67,-45.04,,04-25
2366,300617,安靠智电,0.54,14.89,,5.67,,2976.2,25.82,,04-25
2367,002522,浙江众成,0.02,0.0,,1.31,,1910.95,-5.7,,04-25
2368,000050,深天马A,0.16,147.61,,1.62,,22513.93,147.72,,04-25
2369,300320,海达股份,0.08,17.18,,2.79,,2360.51,17.12,,04-25
2370,300336,新文化,0.12,19.77,,2.32,,6611.92,19.82,,04-25
2371,002249,大洋电机,0.02,-33.33,,0.58,,5009.7,-33.01,,04-25
2372,002603,以岭药业,0.19,18.75,,3.48,,21948.01,19.53,,04-25
2373,300385,雪浪环境,0.12,9.48,,1.77,,1385.96,9.49,,04-25
2374,002635,安洁科技,0.23,4.55,,3.41,,8974.67,4.71,,04-25
2375,600608,*ST沪科,-0.02,-0.0,,,,-615.03,-17.36,,04-25
2376,603665,康隆达,0.22,15.79,,4.26,,1617.62,15.99,,04-25
2377,600704,物产中大,0.12,15.75,,2.03,,39340.27,39.77,,04-25
2378,603819,神力股份,0.09,-35.71,,1.49,,1089.42,-11.7,,04-25
2379,300197,铁汉生态,-0.0,-40.0,,-0.08,,-409.37,-7.21,,04-25
2380,300537,广信材料,0.08,-27.4,,1.75,,844.34,2.17,,04-25
2381,600389,江山股份,0.13,261.71,,2.8,,3899.11,441.98,,04-25
2382,002174,游族网络,0.24,-36.84,,7.31,,20593.69,86.66,,04-25
2383,002495,佳隆股份,0.01,-61.31,,0.55,,609.39,-45.87,,04-25
2384,300605,恒锋信息,0.04,-16.24,,1.03,,329.46,11.66,,04-25
2385,300293,蓝英装备,0.01,-40.17,,0.56,,369.16,-40.22,,04-25
2386,600094,大名城,0.11,54.53,,2.6,,27842.41,90.12,,04-25
2387,002576,通达动力,0.09,-1039.0,,1.81,,1550.98,-890.6,,04-25
2388,300390,天华超净,0.02,-51.5,,0.83,,667.57,30.16,,04-25
2389,600202,哈空调,-0.07,-3.26,,-3.73,,-2504.65,-3.26,,04-25
2390,601212,白银有色,0.0,-47.83,,0.2,,2351.99,-45.35,,04-25
2391,603678,火炬电子,0.2,5.26,,1.54,,3617.1,11.82,,04-25
2392,002083,孚日股份,0.14,36.93,,4.0,,13028.3,36.87,,04-25
2393,300234,开尔新材,-0.01,-125.0,,-0.23,,-228.02,-121.17,,04-25
2394,002147,新光圆成,0.02,-130.19,,0.3,,2225.83,-262.01,,04-25
2395,002797,第一创业,0.03,-40.0,,0.79,,6861.53,-31.31,,04-25
2396,300266,兴源环境,0.21,133.33,,3.39,,10069.58,151.51,,04-25
2397,002500,山西证券,0.05,165.24,,1.14,,14040.39,175.13,,04-25
2398,002831,裕同科技,0.41,16.59,,3.73,,16225.63,29.53,,04-25
2399,002849,威星智能,0.08,-6.0,,2.33,,651.62,25.35,,04-25
2400,002216,三全食品,0.03,50.0,,1.38,,2654.72,39.48,,04-25
2401,002591,恒大高新,-0.05,-422.22,,-1.83,,-1284.21,-421.37,,04-25
2402,002607,亚夏汽车,0.05,66.67,,1.32,,2473.7,99.0,,04-25
2403,600201,生物股份,0.43,26.47,,6.85,,26598.31,38.91,,04-25
2404,300083,劲胜精密,0.1,25.0,,2.84,,14772.88,418.88,,04-25
2405,002318,久立特材,0.03,0.0,,0.93,,2430.88,2.89,,04-25
2406,300421,力星股份,0.14,18.91,,1.52,,1764.78,38.59,,04-25
2407,002655,共达电声,0.01,0.0,,0.31,,198.53,-18.2,,04-25
2408,002029,七匹狼,0.09,0.0,,1.35,,7069.31,9.81,,04-25
2409,002045,国光电器,0.04,419.48,,1.36,,1841.01,476.79,,04-25
2410,300470,日机密封,0.16,-46.67,,1.9,,1702.0,6.11,,04-25
2411,002398,建研集团,0.09,-18.18,,1.44,,3081.79,-21.07,,04-25
2412,600703,三安光电,0.17,-5.56,,3.89,,69095.49,51.14,,04-25
2413,300502,新易盛,0.39,5.41,,2.96,,2987.64,39.1,,04-25
2414,600330,天通股份,0.07,8.33,,1.49,,5411.9,8.12,,04-25
2415,002756,永兴特钢,0.18,-33.33,,2.1,,6509.89,21.25,,04-25
2416,300212,易华录,0.07,29.2,,1.05,,2699.2,29.19,,04-25
2417,002773,康弘药业,0.23,-0.92,,5.09,,15159.68,48.65,,04-25
2418,300244,迪安诊断,0.1,-24.69,,2.73,,5599.55,41.14,,04-25
2419,300570,太辰光,0.17,3.48,,1.98,,2126.96,37.97,,04-25
2420,300260,新莱应材,0.03,146.15,,0.44,,315.63,145.12,,04-25
2421,002173,创新医疗,0.06,-14.29,,0.38,,2408.63,-16.93,,04-25
2422,002494,华斯股份,0.02,100.0,,0.45,,900.06,13.39,,04-25
2423,300276,三丰智能,0.01,27.42,,0.49,,295.29,27.78,,04-25
2424,002189,利达光电,0.01,-1500.0,,0.51,,272.39,-1094.94,,04-25
2425,603031,安德利,0.1,-33.33,,1.33,,783.08,-10.66,,04-25
2426,000838,财信发展,0.01,-65.06,,0.39,,642.64,-64.79,,04-25
2427,002205,国统股份,-0.1,-7.23,,-4.98,,-1176.66,-7.27,,04-25
2428,002527,新时达,0.03,13.36,,0.79,,2159.57,19.42,,04-25
