,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
364,600822,上海物贸,0.02,18.27,,2.15,,1154.64,18.03,,04-29
365,002204,大连重工,0.0,-80.0,,0.06,,385.91,-46.13,,04-29
366,000058,深赛格,0.03,13.78,,1.5,,3160.91,78.62,,04-29
367,600859,王府井,0.25,-39.51,,1.81,,19009.44,1.52,,04-29
368,600126,杭钢股份,0.08,60.0,,1.37,,20673.38,85.58,,04-29
369,600875,东方电气,0.07,3400.0,,0.72,,15297.25,3380.75,,04-29
370,002252,上海莱士,0.05,-59.09,,1.88,,22222.8,-28.85,,04-29
371,000422,湖北宜化,0.04,180.0,,0.64,,6401.49,377.82,,04-29
372,000932,*ST华菱,0.1,-137.72,,4.81,,30756.37,-137.72,,04-29
373,600165,新日恒力,0.0,-106.9,1.16,0.2,0.01,158.38,-107.88,,04-29
374,600170,上海建工,0.07,-12.5,,2.21,,50264.14,1.16,,04-29
375,600965,福成股份,0.03,-40.0,,1.4,,2477.04,-39.24,,04-29
376,600188,兖州煤业,0.36,607.75,,3.99,,174856.7,606.49,,04-29
377,002611,东方精工,0.01,-50.0,,0.44,,671.73,-40.18,,04-29
378,600582,天地科技,0.0,-40.0,,0.08,,1155.51,-46.06,,04-29
379,000982,*ST中绒,-0.08,65.0,,-8.29,,-14892.19,63.48,,04-29
380,600984,建设机械,-0.02,-54.55,,-0.32,,-1017.45,-54.6,,04-29
381,002306,*ST云网,-0.01,-50.0,,,,-370.59,-55.78,,04-29
382,600207,安彩高科,-0.02,,,-0.95,,-1786.19,-2544.02,,04-29
383,600241,时代万恒,-0.04,-33.33,,-1.36,,-847.32,-36.09,,04-29
384,603618,杭电股份,0.03,-75.0,,1.29,,2905.7,-4.25,,04-29
385,600261,阳光照明,0.08,14.29,,3.62,,11638.21,15.68,,04-29
386,000616,海航投资,0.03,-1253.85,,1.19,,4733.49,-1391.33,,04-29
387,600653,申华控股,-0.04,-12.22,,-3.52,,-8245.72,-5.81,,04-29
388,300135,宝利国际,0.01,60.0,,0.59,,700.42,44.64,,04-29
389,002370,亚太药业,0.17,41.67,,2.12,,4676.47,93.23,,04-29
390,603669,灵康药业,0.11,10.0,,2.39,,2825.51,7.29,,04-29
391,600299,安迪苏,0.12,-42.86,,2.58,,31655.28,-43.54,,04-29
392,600690,青岛海尔,0.29,8.78,,6.38,,173876.36,8.89,,04-29
393,000686,东北证券,0.08,-60.0,,1.23,,19335.74,-51.7,,04-29
394,601618,中国中冶,0.07,0.0,,2.35,,144173.8,5.61,,04-29
395,002742,三圣股份,0.12,-33.33,,1.92,,2588.6,0.62,,04-29
396,603919,金徽酒,0.41,2.5,,6.69,,11365.55,23.01,,04-29
397,600757,长江传媒,0.12,9.09,,2.49,,13967.87,0.63,,04-29
398,600775,南京熊猫,0.01,-71.81,,0.32,,1073.36,-71.69,,04-29
399,600037,歌华有线,0.13,-3.85,,1.39,,17739.05,-3.9,,04-29
400,600416,湘电股份,-0.04,-500.0,,-0.58,,-3701.72,-812.34,,04-29
401,000801,四川九洲,0.0,-95.74,,0.06,,136.13,-91.29,,04-29
402,000021,深科技,0.08,-22.78,,2.2,,11672.47,-22.71,,04-29
403,002193,如意集团,0.02,-33.33,,0.2,,497.82,24.17,,04-29
404,002514,宝馨科技,0.04,-42.86,,2.39,,2282.68,24.79,,04-29
405,600846,同济科技,0.05,25.0,,1.58,,3040.77,16.64,,04-29
406,603126,中材节能,0.03,-18.9,,1.06,,1596.02,-18.87,,04-29
407,000155,*ST川化,0.02,-128.57,,0.89,,2548.2,-173.7,,04-29
408,600881,亚泰集团,-0.08,33.33,,-1.74,,-19789.16,23.58,,04-29
409,000429,粤高速A,0.14,40.0,,3.39,,28671.92,125.43,,04-29
560,002623,亚玛顿,0.04,-42.86,,0.32,,699.23,-34.75,,04-29
561,000548,湖南投资,0.01,66.67,,1.0,,253.8,99.41,,04-29
562,600595,中孚实业,0.0,-96.67,,0.07,,360.38,-96.8,,04-29
563,600999,招商证券,0.21,18.13,,2.27,,137451.62,36.23,,04-29
564,000567,海德股份,0.12,762.68,,8.15,,1851.81,760.5,,04-29
565,000592,平潭发展,-0.01,-650.0,,-0.41,,-1284.26,-1234.27,,04-29
574,002722,金轮股份,0.14,0.0,,1.48,,2478.58,10.6,,04-29
575,000681,视觉中国,0.04,12.53,,1.23,,2929.2,13.92,,04-29
576,603869,北部湾旅,0.03,44.44,,0.25,,905.0,134.04,,04-29
577,600753,东方银星,-0.01,-3750.0,,-0.66,,-93.15,-4080.59,,04-29
578,600388,龙净环保,0.08,14.29,,2.08,,8408.87,9.92,,04-29
579,000777,中核科技,-0.03,-208.75,,-1.05,,-1336.07,-208.9,,04-29
580,600770,综艺股份,0.01,-42.86,,0.3,,1029.73,-42.94,,04-29
581,600408,安泰集团,-0.05,-58.33,,-5.12,,-4814.66,-59.68,,04-29
582,600058,五矿发展,0.01,-94.29,,0.19,,925.97,-94.27,,04-29
583,000818,方大化工,0.04,213.33,,1.28,,2923.3,217.88,,04-29
584,600806,*ST昆机,-0.11,120.0,,-15.17,,-5895.06,120.61,,04-29
585,600823,世茂股份,0.09,-30.77,,1.24,,24642.11,-2.62,,04-29
586,603077,和邦生物,0.04,100.0,,1.63,,17195.93,220.81,,04-29
587,000059,华锦股份,0.28,-2.61,,4.12,,44846.38,-2.62,,04-29
588,600485,信威集团,-0.09,-156.25,,-2.0,,-27749.53,-159.77,,04-29
589,600110,诺德股份,0.03,301.3,,1.88,,3550.9,302.08,,04-29
590,000897,津滨发展,-0.01,93.33,,-0.72,,-937.93,91.44,,04-29
591,600860,*ST京城,-0.04,-42.86,,-3.39,,-1884.86,-37.86,,04-29
592,600127,金健米业,0.01,-37.5,,0.56,,419.49,-37.39,,04-29
593,000403,ST生化,0.07,16.67,,3.5,,1951.09,10.4,,04-29
594,000916,华北高速,0.06,20.72,,1.31,,6166.14,13.71,,04-29
595,600876,洛阳玻璃,0.0,175.0,,0.22,,115.83,165.03,,04-29
596,000423,东阿阿胶,0.92,11.05,,6.98,,60456.62,11.05,,04-29
597,600539,狮头股份,0.0,-112.0,,0.16,,75.74,-113.21,,04-29
598,600166,福田汽车,0.01,-40.91,,0.46,,8714.71,17.31,,04-29
599,600960,渤海活塞,0.07,120.0,,1.45,,6278.0,303.92,,04-29
658,600639,浦东金桥,0.18,102.83,,2.31,,20107.41,102.83,,04-29
659,600266,北京城建,0.07,-36.36,,0.53,,10299.88,-40.64,,04-29
660,002749,国光股份,0.52,21.35,,4.27,,3913.23,20.47,,04-29
661,600730,中国高科,-0.0,-90.0,,-0.05,,-99.61,-88.78,,04-29
662,002440,闰土股份,0.21,162.5,,2.5,,15993.19,175.49,,04-29
663,600746,江苏索普,0.15,3639.02,,10.16,,4698.53,3669.65,,04-29
664,600004,白云机场,0.35,16.67,,3.54,,40784.65,17.95,,04-29
665,600381,青海春天,0.06,66.77,,1.88,,3787.88,66.3,,04-29
666,000761,本钢板材,0.1,646.15,,2.3,,30265.33,636.27,,04-29
667,600764,中电广通,0.04,104.76,,2.71,,1405.75,101.88,,04-29
668,002151,北斗星通,0.01,-125.0,,0.08,,364.73,-132.36,,04-29
669,603988,中电电机,0.11,-21.43,,1.38,,894.83,-19.68,,04-29
670,600399,抚顺特钢,0.02,-35.81,,1.58,,3146.05,-35.8,,04-29
671,600781,辅仁药业,0.03,1.95,,1.51,,557.85,1.88,,04-29
672,002488,金固股份,-0.06,50.0,,-2.03,,-2832.41,45.89,,04-29
673,600423,*ST柳化,0.1,-145.45,,-976.74,,4068.63,-146.02,,04-29
674,002504,*ST弘高,0.02,-88.24,,2.07,,2277.71,-67.48,,04-29
675,000028,国药一致,0.64,16.58,,3.17,,27256.43,36.95,,04-29
676,600085,同仁堂,0.21,11.46,,3.7,,29390.4,11.78,,04-29
677,000048,康达尔,-0.05,-346.35,,-2.56,,-1848.1,-346.53,,04-29
678,600478,科力远,-0.02,-36.84,,-2.53,,-3284.12,-5.69,,04-29
679,600834,申通地铁,0.05,31.71,,1.7,,2464.25,31.71,,04-29
680,002215,诺普信,0.12,0.0,,6.81,,11420.41,5.41,,04-29
681,600104,上汽集团,0.72,0.14,,4.0,,826103.51,4.1,,04-29
682,000078,海王生物,0.03,-35.5,,1.7,,9189.77,133.53,,04-29
683,600854,春兰股份,-0.01,-112.07,,-0.4,,-765.91,-112.1,,04-29
684,600120,浙江东方,0.45,60.71,,3.54,,22526.31,59.41,,04-29
685,000301,东方市场,0.0,-89.77,,0.11,,383.21,-89.63,,04-29
686,000909,数源科技,0.02,60.0,,0.49,,515.06,48.15,,04-29
687,603198,迎驾贡酒,0.36,12.5,,7.07,,28824.65,12.94,,04-29
688,000927,一汽夏利,-0.17,59.27,,-16.98,,-26582.97,59.29,,04-29
689,600887,伊利股份,0.29,11.54,,7.24,,173365.33,11.58,,04-29
690,000503,海虹控股,-0.04,46.94,,-2.77,,-3883.77,46.94,,04-29
691,600177,雅戈尔,0.49,-55.13,,5.51,,126178.9,-48.45,,04-29
692,600571,信雅达,0.03,-47.69,,1.26,,1489.32,3.61,,04-29
693,000529,广弘控股,0.04,33.33,,1.89,,2311.41,19.39,,04-28
694,600577,精达股份,0.03,65.0,,2.2,,6481.74,44.39,,04-28
695,600979,广安爱众,0.05,68.73,,1.41,,4657.71,123.28,,04-28
696,600200,江苏吴中,0.04,-350.0,,0.85,,2521.11,-365.45,,04-28
697,002622,融钰集团,0.01,-28.0,,0.51,,601.49,71.48,,04-28
698,000998,隆平高科,0.18,37.57,,4.02,,23137.28,47.79,,04-28
699,600219,南山铝业,0.03,0.0,,0.9,,28652.74,292.04,,04-28
700,600611,大众交通,0.08,32.2,,1.99,,18518.35,100.18,,04-28
701,603569,长久物流,0.11,-47.62,,2.43,,4544.32,-39.2,,04-28
702,600629,华建集团,0.13,84.32,,4.68,,4811.06,84.19,,04-28
703,600648,外高桥,0.08,166.67,,0.98,,9237.01,205.02,,04-28
704,600275,*ST昌鱼,-0.01,31.73,,-5.01,,-699.47,31.56,,04-28
705,002381,双箭股份,0.02,-50.0,,0.58,,947.15,-37.9,,04-28
706,603703,盛洋科技,0.06,0.0,,2.59,,1362.43,153.29,,04-28
707,600292,远达环保,0.03,-62.5,,0.46,,2254.44,-63.2,,04-28
708,300162,雷曼股份,0.03,-13.79,,0.77,,867.31,-13.82,,04-28
709,002076,雪莱特,0.02,48.59,,0.76,,773.16,47.94,,04-28
710,601388,怡球资源,0.05,-266.67,,4.63,,10351.94,-770.64,,04-28
711,603817,海峡环保,0.06,-17.43,,2.08,,2238.92,-8.28,,04-28
712,002737,葵花药业,0.34,2.03,,3.66,,9835.1,2.03,,04-28
713,601699,潞安环能,0.17,1600.0,,2.72,,50939.62,2307.85,,04-28
714,000720,新能泰山,-0.05,-308.73,,-5.31,,-4539.11,-308.32,,04-28
715,601857,中国石油,0.03,-137.5,,0.5,,569900.0,-141.34,,04-28
716,002772,众兴菌业,0.14,-51.08,,2.19,,5023.71,-41.79,,04-28
717,601908,京运通,0.0,-98.0,3.13,0.04,,229.4,-97.74,,04-28
718,600010,包钢股份,0.01,-136.09,,0.42,,19768.56,-135.91,,04-28
719,603959,百利科技,0.04,300.0,,1.01,,885.27,334.02,,04-28
720,600122,宏图高科,0.09,94.51,,1.28,,10213.61,95.23,,04-28
721,000338,潍柴动力,0.3,172.73,,3.65,,117993.41,166.61,,04-28
722,600517,置信电气,0.03,-50.0,,1.19,,4199.54,-45.55,,04-28
723,600556,ST慧球,-0.0,-27.27,,-2.6,,-190.89,-26.57,,04-28
724,600976,健民集团,0.12,-20.0,,1.73,,1770.1,-23.29,,04-28
725,600197,伊力特,0.25,26.78,,5.62,,11125.9,26.76,,04-28
726,000544,中原环保,0.09,800.0,,1.09,,5687.96,1626.02,,04-28
727,600590,泰豪科技,0.04,37.04,,0.64,,2445.65,38.91,,04-28
728,601012,隆基股份,0.22,46.67,,4.26,,43957.49,65.04,,04-28
729,600233,圆通速递,0.1,28.07,,3.35,,27928.82,2090.16,,04-28
730,601107,四川成渝,0.09,-18.39,,2.07,,27841.62,-18.32,,04-28
731,600258,首旅酒店,0.05,68.42,,0.52,,3481.06,395.55,,04-28
732,002672,东江环保,0.12,20.0,,3.09,,10397.56,22.86,,04-28
733,600277,亿利洁能,0.03,131.01,5.06,0.01,0.46,7512.79,178.2,,04-28
734,603716,塞力斯,0.29,0.0,,1.72,,1463.08,32.86,,04-28
735,000663,永安林业,-0.05,-0.0,,-0.83,,-1750.43,2.9,,04-28
736,603779,威龙股份,0.08,14.29,,1.94,,1535.59,36.93,,04-28
737,600313,农发种业,-0.01,-180.26,,-0.38,,-655.41,-299.08,,04-28
738,002094,青岛金王,0.07,40.64,,1.41,,2494.94,65.12,,04-28
739,601608,中信重工,-0.0,-141.67,,-0.03,,-231.58,-144.77,,04-28
740,600331,宏达股份,0.02,-192.89,,1.0,,4767.38,-192.86,,04-28
741,002739,万达电影,0.4,3.49,,4.43,,47391.25,2.26,,04-28
742,002110,三钢闽光,0.3,266.67,,5.43,,40763.99,843.88,,04-28
743,601717,郑煤机,0.04,300.0,,0.71,,7419.34,279.95,,04-28
744,603877,太平鸟,,,,1.94,,5860.97,-4.6,,04-28
745,600353,旭光股份,0.02,38.18,,1.16,,1240.33,38.49,,04-28
746,600737,中粮糖业,0.09,-1089.25,,2.79,,18884.51,-1090.67,,04-28
747,002447,壹桥股份,0.01,228.57,,0.41,,1093.03,228.14,,04-28
748,603908,牧高笛,0.44,15.79,,6.12,,2439.37,27.78,,04-28
749,002142,宁波银行,0.6,15.38,12.0,5.12,,235921.5,16.2,,04-28
750,600012,皖通高速,0.18,15.46,,3.33,,29354.58,15.47,,04-28
751,002158,汉钟精机,0.05,-43.21,,1.26,,2463.52,2.29,,04-28
752,603998,方盛制药,0.04,-63.64,,1.9,,1781.97,12.89,,04-28
753,002809,红墙股份,0.22,1.33,,1.97,,1762.87,35.11,,04-28
754,600790,轻纺城,0.09,12.5,,1.88,,9076.51,13.12,,04-28
755,603015,弘讯科技,0.05,-28.57,,1.95,,2196.23,51.8,,04-28
756,600059,古越龙山,0.08,0.0,,1.61,,6329.27,2.38,,04-28
757,600435,北方导航,0.01,-50.0,,0.34,,712.32,-16.88,,04-28
758,600076,康欣新材,0.11,0.0,,3.73,,11110.77,0.47,,04-28
759,000839,中信国安,0.01,-74.95,,0.83,,5455.73,-37.31,,04-28
760,600824,益民集团,0.05,9.09,,2.43,,5042.35,7.62,,04-28
761,603078,江化微,0.26,5.5,,3.06,,1165.97,5.5,,04-28
762,600111,北方稀土,0.02,900.0,,0.89,,7446.02,1018.7,,04-28
763,300640,德艺文创,0.17,36.61,,8.57,,1034.26,36.57,,04-28
764,600861,北京城乡,0.1,16.55,,1.39,,3301.56,16.53,,04-28
765,603169,兰石重装,-0.05,459.38,,-1.86,,-5508.42,458.0,,04-28
766,600128,弘业股份,-0.01,-162.05,,-0.21,,-297.68,-161.72,,04-28
767,600522,中天科技,0.15,-49.4,,3.68,,44537.98,41.23,,04-28
768,603223,恒通股份,0.13,30.0,,2.5,,1605.19,37.88,,04-28
769,600540,*ST新赛,0.01,-155.0,,0.6,,361.7,-154.94,,04-28
770,600894,广日股份,0.11,-12.42,,1.4,,9700.94,-12.45,,04-28
771,002271,东方雨虹,0.09,28.57,,1.57,,7875.86,40.81,,04-28
772,002592,八菱科技,0.14,27.27,,1.88,,3928.62,30.66,,04-28
773,600561,江西长运,-0.03,-141.67,,-0.43,,-604.41,-144.38,,04-28
774,002608,江苏国信,0.11,-155.0,,2.39,,37383.81,-586.62,,04-28
775,000531,穗恒运A,0.13,-19.14,,2.19,,8679.23,-19.14,,04-28
776,000979,中弘股份,0.0,-11.76,,0.09,,895.62,16.3,,04-28
777,600981,汇鸿集团,0.07,75.0,,1.92,,15370.87,89.09,,04-28
778,002303,美盈森,0.03,34.78,,1.3,,5261.82,45.24,,04-28
779,002624,完美世界,0.25,525.0,,4.4,,32545.48,1513.83,,04-28
780,603306,华懋科技,0.34,-30.61,,5.41,,7228.66,5.27,,04-28
781,000516,国际医学,0.03,-51.43,,1.88,,6628.5,22.86,,04-28
782,600565,迪马股份,0.04,33.33,,1.25,,8509.27,11.06,,04-28
783,600212,江泉实业,0.01,-63.08,,0.66,,489.54,-63.26,,04-28
784,601009,南京银行,0.4,-36.51,10.55,4.63,-3.09,245340.8,15.78,,04-28
785,603556,海兴电力,0.37,-9.76,,3.22,,13675.34,17.72,,04-28
786,600230,沧州大化,1.44,-766.97,,24.7,,42481.25,-766.96,,04-28
787,600621,华鑫股份,0.02,-91.25,,0.54,,1069.27,-91.08,,04-28
788,002022,科华生物,0.09,-21.65,,2.35,,4376.09,-21.68,,04-28
789,002343,慈文传媒,0.09,28.57,,1.45,,2857.13,39.36,,04-28
790,600248,延长化建,0.02,-40.44,,0.78,,1516.98,-22.52,,04-28
791,002038,双鹭药业,0.19,-15.64,,3.21,,12710.15,-14.75,,04-28
792,000623,吉林敖东,0.47,14.63,,2.21,,41837.6,15.12,,04-28
793,002375,亚厦股份,0.06,-25.0,,1.03,,7406.1,-29.42,,04-28
794,600285,羚锐制药,0.12,22.11,,3.24,,6867.96,34.6,,04-28
795,601339,百隆东方,0.08,14.29,,1.54,,11362.74,14.32,,04-28
796,603738,泰晶科技,0.23,64.29,,2.78,,1537.86,113.73,,04-28
797,600305,恒顺醋业,0.07,-38.72,,2.8,,4457.0,22.68,,04-28
798,600695,绿庭投资,0.04,-233.33,,3.8,,2800.33,-221.07,,04-28
799,603843,正平股份,-0.03,-40.0,,-1.15,,-1396.89,-7.1,,04-28
800,600340,华夏幸福,0.59,34.09,,6.07,,175469.97,35.06,,04-28
801,002748,世龙实业,0.27,120.37,,6.05,,6516.3,340.68,,04-28
802,002118,紫鑫药业,0.03,50.0,,0.94,,3527.26,231.99,,04-28
803,601799,星宇股份,0.36,14.43,,2.61,,9919.15,31.86,,04-28
804,603888,新华网,0.1,-16.67,,0.88,,2094.28,9.3,,04-28
805,002134,*ST普林,-0.02,-71.43,,-1.36,,-572.73,-64.39,,04-28
806,600380,健康元,0.12,19.13,,3.5,,19159.19,20.38,,04-28
807,000760,斯太尔,-0.06,50.0,,-2.23,,-4455.25,27.23,,04-28
808,603987,康德莱,0.11,-15.38,,2.08,,2391.04,16.56,,04-28
809,600398,海澜之家,0.22,4.76,,9.57,,101000.32,5.47,,04-28
810,600422,昆药集团,0.12,-44.71,,2.62,,9444.19,10.61,,04-28
811,000027,深圳能源,0.03,-45.05,,0.52,,11226.54,-45.0,,04-28
812,600084,中葡股份,-0.02,-50.0,,-0.93,,-2250.18,-49.88,,04-28
813,002852,道道全,0.68,-2.86,,7.43,,5124.43,-2.41,,04-28
814,600119,长江投资,0.03,-57.14,,1.05,,1006.28,-51.2,,04-28
815,000166,申万宏源,0.05,-28.57,,1.84,,97182.36,-7.15,,04-28
816,000908,景峰医药,0.04,-17.86,,1.38,,3319.18,-17.74,,04-28
817,600869,智慧能源,0.01,-87.26,,0.21,,1186.64,-86.31,,04-28
818,600531,豫光金铅,0.04,29.48,,1.6,,4884.15,59.45,,04-28
819,002263,大东南,-0.0,-90.0,,-0.09,,-239.88,-77.63,,04-28
820,600917,重庆燃气,0.06,0.0,,2.58,,9503.63,0.13,,04-28
821,002279,久其软件,0.01,-136.0,,0.27,,587.17,-190.25,,04-28
822,002600,江粉磁材,0.05,400.0,,1.1,,5789.11,679.13,,04-28
823,600199,金种子酒,0.01,-76.97,,0.28,,631.35,-77.03,,04-28
824,002621,三垒股份,0.02,-33.33,,0.38,,432.09,-33.88,,04-28
825,600997,开滦股份,0.1,900.0,,1.77,,14786.7,844.09,,04-28
826,600218,全柴动力,0.11,38.74,,2.07,,3921.85,39.16,,04-28
827,002637,赞宇科技,0.05,-43.38,,0.91,,1887.11,41.82,,04-28
828,000565,渝三峡A,0.04,33.33,,1.72,,1702.58,41.43,,04-28
829,000590,启迪古汉,0.05,-20.7,,4.02,,1070.69,-20.62,,04-28
830,600628,新世界,0.42,1300.0,,6.54,,27014.18,1853.28,,04-28
831,002027,分众传媒,0.13,-19.71,,12.96,,110676.14,70.42,,04-28
832,002364,中恒电气,0.05,-37.5,,1.31,,3076.84,-26.04,,04-28
833,600273,嘉化能源,0.18,25.0,,5.83,,23835.8,26.72,,04-28
834,002685,华东重机,0.01,19.4,,0.42,,550.59,46.85,,04-28
835,600665,天地源,0.01,-161.35,,0.3,,863.32,-161.33,,04-28
836,002701,奥瑞金,0.07,-77.42,,3.13,,16255.37,-47.39,,04-28
837,002396,星网锐捷,-0.03,83.51,,-0.65,,-1859.24,83.83,,04-28
838,603768,常青股份,0.23,-13.15,,4.62,,3526.72,-13.14,,04-28
839,002719,麦趣尔,0.03,-40.0,,0.09,,302.83,-48.88,,04-28
840,002462,嘉事堂,0.28,27.27,,3.52,,7106.02,30.47,,04-28
841,600031,三一重工,0.1,708.33,,3.22,,74570.4,727.06,,04-28
842,002808,苏州恒久,0.05,-5.44,,1.23,,646.44,26.76,,04-28
843,000017,深中华A,0.0,33.33,,1.47,,21.23,45.07,,04-28
844,000035,中国天楹,0.02,-66.67,,1.1,,2278.84,-36.97,,04-28
845,600093,易见股份,,,,3.06,,19141.21,104.27,,04-28
846,000876,新希望,0.15,-53.13,,3.03,,63893.2,-3.12,,04-28
847,600841,上柴股份,0.03,13.33,,0.84,,2977.18,17.34,,04-28
848,002221,东华能源,0.13,33.2,,3.2,,21573.62,207.51,,04-28
849,000100,TCL集团,,,1.94,1.91,0.19,44781.99,71.86,,04-28
850,600503,华丽家族,0.05,621.33,,2.04,,8668.35,618.64,,04-28
851,603222,济民制药,0.03,-25.0,,1.15,,866.68,27.41,,04-28
852,002575,群兴玩具,-0.02,-581.63,,-1.54,,-1388.99,-585.03,,04-28
853,002270,华明装备,0.06,0.0,,1.73,,3272.27,8.13,,04-28
854,603308,应流股份,0.07,40.0,,1.13,,3136.59,43.13,,04-28
855,000966,长源电力,0.04,-91.6,,1.4,,4926.31,-83.17,,04-28
856,002291,星期六,0.03,26.84,,0.63,,1154.26,25.01,,04-28
857,002612,朗姿股份,0.09,-35.11,,1.39,,3512.81,29.79,,04-28
858,600583,海油工程,-0.04,-116.0,,-0.74,,-17025.55,-115.64,,04-28
859,600600,青岛啤酒,0.43,8.61,,3.49,,57931.2,8.51,,04-28
860,002002,鸿达兴业,0.13,12.27,,7.65,,30419.76,180.6,,04-28
861,601005,*ST重钢,-0.13,-40.91,,,,-59387.4,-40.16,,04-28
862,603520,司太立,0.23,-17.86,,3.4,,2805.86,11.44,,04-28
863,600226,瀚叶股份,0.06,-11.37,,5.6,,9790.98,32.05,,04-28
864,600617,国新能源,0.08,-51.9,,2.39,,9056.29,-51.92,,04-28
865,601318,中国平安,1.29,11.21,22.51,5.8,-2.34,2305300.0,11.37,,04-28
866,600691,阳煤化工,0.01,80.88,,0.58,,2163.78,80.58,,04-28
867,601519,*ST智慧,-0.04,-55.29,,-2.11,,-7652.4,-54.45,,04-28
868,600708,光明地产,0.03,8.88,6.72,0.49,-0.25,4370.71,9.2,,04-28
869,002098,浔兴股份,0.02,17.65,,0.68,,768.55,28.47,,04-28
870,601628,中国人寿,0.21,16.67,10.66,2.03,3.75,614900.0,17.1,,04-28
871,603828,柯利达,0.14,-6.67,,2.5,,2599.6,39.63,,04-28
872,600336,澳柯玛,0.04,-6.21,,1.78,,3168.58,6.8,,04-28
873,002743,富煌钢构,0.02,-60.0,,0.36,,706.38,10.0,,04-28
874,000709,河钢股份,0.06,454.55,,1.43,,64929.7,455.69,,04-28
875,002761,多喜爱,0.04,-48.92,,0.65,,426.22,-48.89,,04-28
876,600376,首开股份,0.03,-82.95,,0.43,,16021.14,-71.53,,04-28
877,601939,建设银行,0.28,3.7,6.52,17.63,,7001200.0,3.03,,04-28
878,002467,二六三,0.04,-63.64,,1.63,,2939.99,-66.01,,04-28
879,600393,粤泰股份,0.57,-2823.81,,13.92,,72512.29,-6175.08,,04-28
880,603000,人民网,-0.04,-200.0,,-1.67,,-4517.79,-216.53,,04-28
881,600038,中直股份,0.12,27.65,,1.03,,7101.38,27.6,,04-28
882,600418,江淮汽车,0.14,-26.32,,1.96,,27356.97,-2.19,,04-28
883,000022,深赤湾A,0.22,14.36,,2.9,,13884.45,14.54,,04-28
884,603088,宁波精达,0.09,350.0,,1.52,,698.26,271.78,,04-28
885,000882,华联股份,0.0,-50.6,,0.15,,1019.12,-44.99,,04-28
886,603128,华贸物流,0.06,50.0,,1.77,,6278.28,116.9,,04-28
887,600115,东方航空,0.19,-1.62,,5.79,,281800.0,8.3,,04-28
888,600132,重庆啤酒,0.1,91.94,,3.84,,4814.54,90.97,,04-28
889,002564,天沃科技,0.04,-449.21,,1.3,,3240.64,-447.36,,04-28
890,600527,江南高纤,0.02,526.67,,0.92,,1504.37,572.84,,04-28
891,600882,广泽股份,0.01,-116.67,,0.39,,454.09,-118.65,,04-28
892,002259,升达林业,-0.01,-34.29,,-0.52,,-868.44,-22.88,,04-28
893,603228,景旺电子,0.37,27.59,,5.15,,15114.16,46.41,,04-28
894,000952,广济药业,0.1,5.43,,4.66,,2442.52,5.91,,04-28
895,002280,联络互动,0.03,-40.0,,1.14,,7107.51,-26.93,,04-28
896,000541,佛山照明,0.09,11.22,,2.36,,11987.46,11.22,,04-28
897,600213,亚星客车,0.02,-133.33,,4.06,,538.74,-141.02,,04-28
898,000560,昆百大A,0.01,-12.06,,0.38,,1450.51,-11.83,,04-28
899,002023,海特高新,0.01,-52.0,,0.3,,1086.98,-46.64,,04-28
900,603600,永艺股份,0.25,-10.71,,3.87,,2460.1,-13.28,,04-28
901,002665,首航节能,-0.02,-200.0,,-1.27,,-3647.35,-413.85,,04-28
902,000605,渤海股份,0.03,3.92,,0.45,,740.62,24.02,,04-28
903,601225,陕西煤业,0.27,-7023.08,,7.45,,267378.49,-6982.83,,04-28
904,603690,至纯科技,0.04,-43.84,,2.27,,780.58,-31.55,,04-28
905,000652,泰达股份,-0.02,-1250.0,,-0.77,,-2719.49,-1239.68,,04-28
906,002071,长城影视,0.02,-25.81,,1.47,,1233.09,-24.88,,04-28
907,600306,商业城,0.97,-610.53,,112.45,,17193.46,-605.75,,04-28
908,002715,登云股份,0.07,-240.0,,0.47,,601.63,-245.26,,04-28
909,601579,会稽山,0.17,11.33,,2.81,,8266.47,41.2,,04-28
910,600323,瀚蓝环境,0.17,21.43,,2.69,,13172.18,23.95,,04-28
911,000693,*ST华泽,-0.07,94.32,,-4.69,,-4061.57,102.18,,04-28
912,601669,中国电建,0.12,5.44,,3.02,,170593.57,5.5,,04-28
913,601800,中国交建,0.19,35.71,,2.15,,314063.48,36.22,,04-28
914,600363,联创光电,0.11,53.87,,2.33,,4852.1,53.96,,04-28
915,000790,泰合健康,0.01,-40.44,,0.52,,348.98,-40.42,,04-28
916,603006,联明股份,0.15,-58.33,,3.35,,2828.34,-17.39,,04-28
917,002183,怡亚通,,,,3.32,,18586.33,13.34,,04-28
918,603050,科林电气,0.05,18.42,,0.7,,446.73,17.37,,04-28
919,002537,海立美达,0.16,45.45,,1.41,,9359.94,182.35,,04-28
920,600515,海航基础,0.01,-69.57,,9.85,,2542.39,161.32,,04-28
921,300012,华测检测,0.0,-121.9,,0.16,,382.34,-147.48,,04-28
922,600870,厦华电子,0.0,-73.91,,2.03,,30.51,-74.58,,04-28
923,002247,帝龙文化,0.09,50.0,,1.71,,7927.34,428.6,,04-28
924,600138,中青旅,0.12,9.52,,1.69,,8665.66,9.54,,04-28
925,600159,大龙地产,-0.02,-181.27,,-0.79,,-1746.99,-181.13,,04-28
926,002585,双星新材,0.06,20.0,,0.72,,4320.5,15.24,,04-28
